order_id,store_id,product_id,quantity,sale_date
3475,74,159,9,2024-11-05 10:09:00
3476,41,292,8,2023-01-19 02:18:00
3476,66,584,4,2023-02-16 01:20:00
3476,15,89,7,2023-08-03 04:06:00
3476,18,665,1,2024-01-10 12:33:00
3476,51,369,1,2024-01-23 20:46:00
3476,68,144,2,2024-07-23 08:22:00
3476,62,378,6,2024-08-17 23:42:00
3476,98,506,10,2024-11-01 17:21:00
3477,17,207,6,2023-08-18 11:32:00
3477,43,168,7,2024-01-01 01:13:00
3477,57,438,3,2024-06-10 12:45:00
3478,80,874,8,2023-02-28 19:54:00
3478,85,14,2,2023-07-09 18:41:00
3478,18,479,6,2023-09-02 21:08:00
3478,99,916,4,2024-08-06 09:00:00
3479,25,302,7,2023-07-07 01:15:00
3479,19,761,8,2023-08-09 08:01:00
3479,25,547,10,2023-09-20 21:20:00
3479,53,545,6,2023-09-21 02:35:00
3479,12,836,10,2023-10-03 14:57:00
3479,93,975,6,2023-11-13 11:31:00
3479,57,971,3,2024-01-19 12:27:00
3479,5,936,7,2024-02-06 06:30:00
3479,20,387,10,2024-06-08 11:16:00
3479,47,226,7,2024-06-13 16:47:00
3479,79,320,2,2024-06-14 16:49:00
3479,72,33,8,2024-07-19 03:14:00
3479,37,921,6,2024-10-21 01:48:00
3480,23,450,8,2023-03-07 23:50:00
3480,65,533,4,2023-04-19 09:42:00
3480,28,114,3,2023-06-18 07:01:00
3480,30,351,2,2023-06-18 18:39:00
3480,57,730,2,2023-08-12 02:56:00
3480,77,290,10,2023-09-05 02:02:00
3480,79,667,4,2023-09-07 20:27:00
3480,15,511,1,2024-01-09 02:24:00
3480,64,161,3,2024-01-16 14:21:00
3481,49,484,5,2023-01-22 20:28:00
3481,63,183,5,2023-01-26 03:55:00
3481,65,809,7,2023-02-04 16:21:00
3481,54,3,3,2023-02-25 09:52:00
3481,62,102,6,2023-03-02 21:49:00
3481,75,595,4,2023-09-23 14:42:00
3481,34,754,6,2024-01-30 00:57:00
3481,57,838,6,2024-02-29 21:20:00
3481,49,404,4,2024-03-21 19:24:00
3481,69,852,9,2024-05-05 15:37:00
3481,77,387,7,2024-06-21 10:34:00
3481,46,683,10,2024-11-12 22:39:00
3482,30,224,1,2023-04-13 14:57:00
3482,80,854,1,2023-07-20 02:19:00
3482,14,256,1,2023-08-08 02:26:00
3482,71,481,7,2023-08-16 13:42:00
3482,2,368,10,2023-08-27 13:39:00
3482,68,401,3,2023-11-19 10:26:00
3482,3,809,1,2023-12-23 06:01:00
3482,74,719,3,2024-03-22 05:35:00
3482,7,625,3,2024-04-26 23:37:00
3482,73,591,4,2024-06-18 07:00:00
3482,28,284,7,2024-06-26 08:05:00
3482,60,748,6,2024-12-31 07:32:00
3483,44,239,4,2023-01-26 01:21:00
3483,48,174,5,2023-05-24 10:01:00
3483,45,672,8,2024-06-19 14:21:00
3483,5,933,9,2024-09-24 06:23:00
3483,43,649,2,2024-10-01 21:01:00
3484,59,851,8,2023-01-07 23:22:00
3484,73,427,1,2023-05-01 10:16:00
3484,90,339,8,2023-07-01 06:24:00
3484,23,266,2,2023-07-09 12:29:00
3484,34,150,3,2023-11-03 02:23:00
3484,44,681,7,2023-11-10 14:52:00
3484,59,346,4,2023-12-20 00:50:00
3484,17,31,2,2024-04-28 18:42:00
3484,32,135,7,2024-05-15 20:53:00
3484,24,994,10,2024-05-29 13:15:00
3484,98,896,4,2024-10-30 23:57:00
3485,7,915,4,2023-02-13 13:51:00
3485,69,186,8,2023-10-12 19:40:00
3485,21,450,1,2023-11-03 18:29:00
3485,54,681,10,2024-02-05 13:56:00
3485,82,397,6,2024-06-05 03:56:00
3485,15,532,5,2024-09-06 00:21:00
3485,93,989,3,2024-11-17 11:58:00
3486,80,251,3,2023-01-08 13:14:00
3486,54,873,5,2024-01-02 05:27:00
3486,47,288,8,2024-05-27 12:55:00
3486,50,411,3,2024-08-29 10:53:00
3487,3,653,9,2023-02-14 07:00:00
3487,13,480,9,2023-03-14 00:30:00
3487,75,619,6,2023-03-19 23:23:00
3487,9,459,10,2023-08-09 13:29:00
3488,32,337,6,2023-03-18 23:19:00
3488,88,773,8,2023-04-10 15:38:00
3488,32,721,6,2023-05-04 02:45:00
3488,66,929,4,2023-07-15 19:17:00
3488,51,731,1,2023-07-30 15:51:00
3488,93,290,2,2023-10-08 17:11:00
3488,95,3,1,2023-12-17 17:02:00
3488,44,353,6,2024-01-05 01:29:00
3488,48,18,7,2024-01-27 16:28:00
3488,81,903,10,2024-02-02 00:32:00
3488,35,262,4,2024-03-21 19:40:00
3488,86,552,5,2024-06-09 08:10:00
3488,27,62,9,2024-07-26 03:54:00
3489,67,235,4,2023-04-08 05:16:00
3489,83,734,10,2023-09-07 04:17:00
3489,95,797,4,2023-10-15 02:21:00
3489,21,507,5,2023-11-04 07:51:00
3489,1,601,1,2023-11-12 20:20:00
3489,21,799,6,2024-01-26 03:10:00
3489,90,149,7,2024-05-04 06:38:00
3489,87,845,8,2024-08-11 02:49:00
3489,89,480,5,2024-10-10 14:28:00
3489,31,707,7,2024-11-02 06:18:00
3490,79,524,3,2023-04-13 19:45:00
3490,62,267,8,2023-07-08 01:06:00
3490,5,268,7,2023-07-13 19:25:00
3490,69,649,9,2023-09-19 01:52:00
3490,67,54,5,2023-10-12 15:26:00
3490,25,484,8,2024-03-10 23:26:00
3490,2,263,1,2024-07-31 06:27:00
3490,22,998,7,2024-08-23 10:02:00
3490,77,657,3,2024-11-29 21:55:00
3491,23,669,9,2023-03-10 02:46:00
3491,80,936,7,2023-07-20 07:21:00
3491,27,403,4,2023-08-23 01:56:00
3491,79,890,8,2023-10-07 15:15:00
3491,28,180,10,2024-01-02 18:59:00
3491,65,788,6,2024-03-09 22:56:00
3491,62,754,8,2024-08-10 02:16:00
3491,57,920,9,2024-09-10 09:55:00
3491,56,793,2,2024-11-25 19:34:00
3492,57,477,5,2023-06-15 22:34:00
3492,22,203,4,2023-07-01 08:46:00
3492,1,755,2,2024-02-21 20:17:00
3492,71,179,4,2024-06-29 07:08:00
3492,76,659,4,2024-07-16 11:33:00
3492,90,600,6,2024-11-14 08:02:00
3493,50,830,1,2023-12-03 01:36:00
3493,68,153,8,2024-12-07 04:54:00
3494,27,412,6,2023-01-11 17:46:00
3494,89,781,6,2023-07-01 20:14:00
3494,42,273,6,2023-08-28 18:22:00
3494,42,241,9,2023-10-16 12:31:00
3494,29,613,2,2023-12-06 06:01:00
3494,88,504,7,2024-02-11 07:47:00
3494,1,172,1,2024-03-25 15:15:00
3494,21,628,2,2024-07-10 15:49:00
3494,3,410,10,2024-12-29 02:49:00
3495,30,280,7,2024-06-11 10:16:00
3496,71,418,1,2023-05-01 05:22:00
3496,93,30,6,2023-06-01 10:49:00
3496,28,665,3,2023-11-24 10:23:00
3496,25,421,7,2024-02-11 09:30:00
3496,15,931,7,2024-03-05 01:10:00
3496,2,148,4,2024-05-15 21:31:00
3496,7,672,5,2024-06-20 14:14:00
3496,19,898,2,2024-09-08 14:14:00
3496,52,238,6,2024-12-20 07:26:00
3497,19,113,1,2023-04-10 17:39:00
3497,38,95,6,2023-08-27 04:36:00
3497,96,143,7,2024-02-01 14:39:00
3497,51,468,2,2024-02-07 13:43:00
3497,78,382,7,2024-03-04 16:49:00
3497,29,741,4,2024-04-18 07:59:00
3497,10,5,7,2024-05-25 17:07:00
3497,83,602,9,2024-09-30 11:37:00
3498,82,126,7,2023-01-31 00:05:00
3498,9,960,10,2023-04-11 01:09:00
3498,6,789,8,2023-04-11 12:56:00
3498,84,889,7,2023-04-28 18:49:00
3498,31,939,2,2023-08-16 13:59:00
3498,61,579,5,2023-09-13 22:17:00
3498,97,330,1,2024-01-16 12:01:00
3498,41,368,10,2024-02-21 23:30:00
3498,4,631,10,2024-06-17 02:58:00
3498,95,297,4,2024-09-13 05:09:00
3498,39,628,8,2024-12-17 04:15:00
3499,65,144,9,2023-02-21 04:55:00
3499,56,327,3,2023-05-22 05:11:00
3499,43,343,8,2023-08-20 07:37:00
3499,7,148,3,2023-08-31 18:08:00
3499,66,407,9,2023-12-09 09:53:00
3499,70,331,6,2024-01-02 02:33:00
3499,48,672,10,2024-02-16 11:03:00
3499,48,838,9,2024-08-05 16:18:00
3499,14,283,5,2024-10-06 13:50:00
3499,88,169,3,2024-12-22 03:43:00
3500,66,750,2,2023-03-13 16:36:00
3500,61,680,2,2023-03-28 17:22:00
3500,75,122,8,2023-05-28 12:43:00
3500,39,120,4,2024-06-09 20:19:00
3500,46,115,9,2024-09-18 02:03:00
3501,28,131,10,2023-06-15 03:36:00
3501,82,671,6,2023-07-16 09:55:00
3501,43,371,10,2023-10-30 10:14:00
3501,91,470,10,2023-12-15 08:14:00
3501,18,71,1,2023-12-22 12:26:00
3501,77,976,5,2024-03-18 09:38:00
3501,29,38,2,2024-04-05 17:00:00
3501,78,668,1,2024-04-30 23:33:00
3501,21,590,6,2024-09-20 01:52:00
3501,3,96,2,2024-12-26 19:36:00
3502,69,443,1,2023-07-05 05:02:00
3502,81,345,7,2024-04-16 09:12:00
3502,41,892,8,2024-12-28 10:30:00
3503,9,716,8,2023-02-18 22:45:00
3503,23,163,4,2023-05-26 19:37:00
3503,74,988,1,2023-11-02 21:07:00
3503,53,351,10,2023-12-01 20:57:00
3503,75,950,9,2024-02-16 20:22:00
3503,87,885,6,2024-06-14 19:03:00
3503,73,129,4,2024-07-04 14:00:00
3503,92,476,9,2024-08-30 22:29:00
3503,91,57,6,2024-10-11 02:21:00
3504,63,368,7,2023-09-30 16:07:00
3504,58,693,1,2023-10-27 16:18:00
3504,43,770,8,2023-10-28 17:54:00
3504,26,262,5,2023-11-24 20:43:00
3504,12,332,3,2023-12-01 12:26:00
3504,72,406,10,2024-01-17 09:39:00
3504,70,797,5,2024-01-28 19:22:00
3504,40,436,2,2024-06-05 23:00:00
3504,31,700,8,2024-09-04 03:16:00
3504,6,322,4,2024-11-06 00:58:00
3504,97,758,1,2024-12-05 19:46:00
3505,44,517,7,2024-02-24 04:54:00
3505,40,163,8,2024-07-13 02:12:00
3505,80,89,4,2024-10-10 10:45:00
3505,31,355,1,2024-10-28 20:22:00
3506,30,696,4,2023-01-24 02:59:00
3506,43,110,5,2023-02-04 09:08:00
3506,35,830,5,2024-01-26 11:01:00
3506,21,161,2,2024-03-25 06:49:00
3506,37,52,7,2024-05-13 17:58:00
3506,24,783,2,2024-06-18 19:01:00
3507,21,219,7,2023-06-28 07:20:00
3507,56,535,10,2023-07-06 03:03:00
3507,52,766,6,2023-07-28 12:46:00
3507,43,25,6,2023-08-27 08:35:00
3507,17,246,6,2023-10-26 22:49:00
3507,16,587,2,2024-03-30 13:07:00
3507,80,137,4,2024-05-10 10:05:00
3507,95,731,10,2024-06-20 22:08:00
3507,60,847,2,2024-07-04 00:46:00
3507,94,918,4,2024-10-26 21:38:00
3507,15,78,1,2024-11-03 18:56:00
3508,55,464,9,2023-04-17 04:05:00
3508,55,508,2,2023-04-23 18:49:00
3508,77,901,8,2024-03-14 08:17:00
3508,65,644,3,2024-03-20 12:09:00
3508,65,785,5,2024-03-31 03:27:00
3508,62,558,6,2024-05-23 00:34:00
3508,75,686,9,2024-07-06 19:16:00
3508,89,516,7,2024-09-13 10:27:00
3509,73,857,2,2023-03-21 23:55:00
3509,31,516,4,2023-10-17 12:13:00
3509,58,164,4,2023-10-18 15:52:00
3509,84,695,5,2024-01-10 19:44:00
3509,48,353,3,2024-02-02 22:56:00
3509,56,716,3,2024-02-18 05:17:00
3509,25,973,7,2024-05-06 09:15:00
3509,61,763,4,2024-05-24 10:20:00
3509,56,982,1,2024-06-23 08:26:00
3509,27,546,9,2024-07-10 20:13:00
3509,61,785,6,2024-07-23 22:58:00
3509,96,238,4,2024-11-24 14:16:00
3510,26,131,3,2023-11-21 08:11:00
3510,22,8,1,2023-11-25 08:01:00
3510,20,368,9,2024-02-11 20:19:00
3510,70,746,5,2024-04-04 05:59:00
3510,63,490,7,2024-05-30 14:35:00
3510,96,214,2,2024-10-04 01:07:00
3510,39,430,6,2024-11-26 10:09:00
3510,56,482,4,2024-12-25 11:53:00
3510,26,687,10,2024-12-30 01:44:00
3511,41,415,6,2023-01-08 04:29:00
3511,42,288,3,2023-01-25 16:46:00
3511,31,355,2,2023-07-19 01:23:00
3511,26,411,5,2023-10-23 13:06:00
3511,85,569,7,2024-05-01 21:42:00
3511,60,528,6,2024-05-30 08:05:00
3511,33,666,10,2024-11-30 12:57:00
3512,85,127,4,2023-03-31 03:48:00
3512,97,452,5,2023-06-24 16:26:00
3512,3,903,5,2023-09-30 11:26:00
3512,93,306,3,2023-10-04 18:12:00
3512,19,512,8,2024-08-23 07:28:00
3512,76,342,8,2024-09-18 05:31:00
3512,17,845,9,2024-11-14 22:28:00
3513,50,558,7,2023-01-26 00:19:00
3513,92,721,1,2023-03-05 04:57:00
3513,58,566,8,2023-05-30 18:54:00
3513,60,222,9,2023-07-02 13:57:00
3513,86,597,7,2024-01-03 13:07:00
3513,29,689,8,2024-01-05 10:40:00
3513,7,581,9,2024-02-25 00:06:00
3513,38,903,2,2024-03-29 12:42:00
3513,91,807,4,2024-06-09 17:44:00
3513,12,355,1,2024-09-26 21:31:00
3514,12,37,9,2023-06-09 21:36:00
3514,84,515,8,2023-12-01 02:20:00
3514,30,16,6,2024-12-11 11:14:00
3515,93,350,1,2023-02-23 10:48:00
3515,27,649,2,2023-04-09 11:30:00
3515,12,639,2,2023-06-22 09:24:00
3515,49,430,2,2023-06-29 16:03:00
3515,2,37,5,2023-07-17 11:21:00
3515,43,361,1,2023-07-20 05:40:00
3515,9,810,7,2023-12-02 13:14:00
3515,38,24,2,2023-12-05 10:50:00
3515,76,27,10,2023-12-27 05:04:00
3515,42,318,2,2024-07-08 23:39:00
3515,39,783,8,2024-10-01 16:24:00
3515,16,10,1,2024-12-06 04:04:00
3516,6,977,4,2023-08-26 01:44:00
3516,88,319,1,2023-12-16 20:26:00
3516,36,378,2,2024-04-05 18:39:00
3516,90,658,7,2024-08-19 10:37:00
3516,84,419,6,2024-09-16 13:35:00
3517,99,488,3,2023-03-01 15:27:00
3517,86,48,7,2023-05-04 17:33:00
3517,50,256,8,2023-07-15 10:30:00
3517,6,34,3,2023-07-20 12:15:00
3517,67,333,3,2023-08-08 02:15:00
3517,86,977,2,2023-08-31 10:57:00
3517,59,790,7,2024-01-26 21:45:00
3517,63,402,7,2024-02-13 10:38:00
3517,36,939,7,2024-03-07 18:05:00
3517,96,142,3,2024-08-21 20:35:00
3517,34,984,2,2024-12-16 11:42:00
3517,55,678,10,2024-12-25 00:36:00
3518,45,615,8,2023-03-03 13:25:00
3518,68,921,1,2023-07-13 21:34:00
3518,32,488,7,2023-08-12 06:52:00
3518,18,710,6,2023-10-28 21:46:00
3518,15,924,1,2024-12-01 07:46:00
3519,55,717,3,2023-05-23 09:31:00
3519,26,738,4,2023-07-22 20:16:00
3519,35,704,3,2023-08-18 00:56:00
3519,8,338,7,2023-10-01 17:44:00
3519,93,243,5,2024-03-30 09:38:00
3519,87,156,8,2024-05-03 18:52:00
3519,45,279,2,2024-08-26 10:12:00
3519,35,391,10,2024-12-06 12:50:00
3520,7,670,7,2023-01-07 19:34:00
3520,1,219,9,2023-02-16 19:51:00
3520,63,51,4,2023-04-09 16:49:00
3520,95,255,5,2023-05-02 14:32:00
3520,91,247,9,2023-05-24 11:31:00
3520,42,859,10,2023-07-22 23:59:00
3520,49,49,10,2023-07-29 10:47:00
3520,13,589,7,2023-10-17 20:55:00
3520,91,949,4,2024-02-25 04:46:00
3520,56,404,8,2024-07-28 04:08:00
3520,49,471,9,2024-08-12 13:37:00
3520,31,420,8,2024-10-07 01:56:00
3521,26,647,10,2023-01-11 20:49:00
3521,27,772,8,2023-04-16 18:29:00
3521,93,505,10,2023-05-22 14:58:00
3521,86,582,5,2023-11-29 15:28:00
3521,24,180,3,2023-12-31 02:46:00
3521,37,882,1,2024-08-07 03:55:00
3521,48,157,1,2024-09-22 07:33:00
3521,34,691,1,2024-10-03 01:13:00
3521,91,693,3,2024-12-12 15:43:00
3522,30,789,9,2023-02-10 06:55:00
3522,62,951,8,2023-05-05 04:22:00
3522,24,350,5,2023-09-04 12:52:00
3522,14,756,5,2023-12-06 01:55:00
3522,68,860,8,2023-12-11 00:17:00
3522,49,361,4,2024-02-17 18:57:00
3522,34,365,3,2024-05-14 22:58:00
3522,33,751,6,2024-09-03 21:19:00
3522,44,449,7,2024-09-07 20:35:00
3522,95,955,8,2024-11-15 15:54:00
3522,47,85,5,2024-11-26 11:49:00
3523,28,661,10,2023-02-28 23:59:00
3523,29,931,7,2023-04-26 21:31:00
3523,88,34,2,2023-05-30 00:18:00
3523,25,883,8,2024-01-08 13:23:00
3523,89,234,8,2024-01-21 10:06:00
3523,49,302,10,2024-01-27 02:02:00
3523,24,874,2,2024-02-14 10:50:00
3524,17,920,5,2023-03-03 19:22:00
3524,96,152,5,2023-07-12 02:49:00
3524,41,967,4,2023-08-08 08:24:00
3524,10,314,10,2023-12-02 20:40:00
3524,66,793,7,2024-02-16 20:33:00
3524,26,641,5,2024-03-11 15:07:00
3525,25,789,4,2023-03-20 10:31:00
3525,66,850,5,2023-04-17 08:52:00
3525,70,594,10,2023-08-22 03:47:00
3525,26,478,2,2023-08-26 23:56:00
3525,90,135,10,2023-09-05 13:30:00
3525,6,515,7,2023-11-21 03:40:00
3525,69,940,1,2024-03-09 22:39:00
3525,6,537,1,2024-04-03 22:42:00
3525,82,521,5,2024-07-28 16:05:00
3525,85,492,3,2024-08-12 10:04:00
3525,63,489,3,2024-11-15 01:52:00
3525,78,601,10,2024-11-21 09:56:00
3526,28,186,10,2023-02-02 03:58:00
3526,41,254,1,2023-06-03 12:52:00
3526,46,775,6,2023-11-06 21:40:00
3526,63,48,2,2024-01-23 14:58:00
3526,42,608,6,2024-03-04 07:49:00
3526,81,444,1,2024-03-10 22:37:00
3526,92,507,4,2024-07-09 19:57:00
3526,58,745,5,2024-12-08 21:55:00
3527,54,884,3,2023-09-02 05:09:00
3527,76,845,6,2024-06-02 17:56:00
3528,58,861,10,2023-06-17 03:59:00
3528,69,384,4,2023-10-25 00:45:00
3528,2,582,1,2024-09-07 15:06:00
3528,83,626,7,2024-09-21 12:02:00
3529,70,666,2,2023-03-10 16:49:00
3529,20,824,9,2023-04-24 23:22:00
3529,68,49,5,2023-07-06 14:14:00
3529,50,837,10,2024-10-22 04:17:00
3530,75,536,9,2023-04-06 02:11:00
3530,38,521,10,2023-07-16 02:02:00
3530,54,370,10,2023-10-06 10:24:00
3530,19,926,7,2023-12-31 21:56:00
3530,28,13,7,2024-01-31 12:36:00
3530,18,155,1,2024-02-27 05:56:00
3530,21,255,10,2024-06-21 13:04:00
3530,41,348,3,2024-12-11 13:23:00
3530,59,248,6,2024-12-28 20:40:00
3531,41,877,7,2023-07-09 23:08:00
3531,33,600,9,2024-04-14 12:58:00
3531,12,529,8,2024-05-24 18:29:00
3531,5,130,5,2024-10-16 06:46:00
3532,5,536,1,2023-01-24 00:32:00
3532,73,947,6,2023-03-09 14:57:00
3532,95,941,9,2024-04-19 18:56:00
3532,42,557,2,2024-05-31 19:06:00
3532,18,324,7,2024-07-13 23:35:00
3532,89,571,2,2024-10-09 11:37:00
3532,17,764,6,2024-12-21 06:46:00
3533,56,999,8,2023-01-21 01:54:00
3533,3,951,3,2023-12-15 00:39:00
3533,53,455,1,2024-02-27 22:34:00
3534,24,80,1,2023-03-29 00:36:00
3534,22,591,6,2024-04-12 23:04:00
3535,49,71,4,2023-05-01 11:37:00
3535,74,252,9,2023-07-13 09:49:00
3535,64,391,1,2023-07-14 09:29:00
3535,84,377,5,2023-09-10 04:00:00
3535,69,505,9,2023-10-04 16:00:00
3535,66,866,7,2023-10-31 01:45:00
3535,14,836,9,2023-11-05 08:13:00
3535,2,567,6,2023-12-21 06:49:00
3535,95,550,4,2024-01-13 18:16:00
3535,16,200,1,2024-09-08 16:29:00
3535,21,229,10,2024-09-25 04:38:00
3535,55,33,7,2024-10-13 10:20:00
3536,12,724,10,2023-03-03 05:45:00
3536,17,710,5,2023-04-28 03:59:00
3536,59,498,8,2023-08-07 15:33:00
3536,89,720,7,2024-02-06 01:10:00
3536,8,985,8,2024-03-07 20:47:00
3536,48,222,6,2024-10-19 13:10:00
3537,44,985,9,2024-05-16 17:07:00
3538,73,999,5,2023-04-09 03:14:00
3538,1,119,2,2023-05-31 23:22:00
3538,19,252,8,2023-08-25 13:14:00
3538,75,819,7,2023-11-26 10:57:00
3538,25,192,1,2024-08-06 19:33:00
3538,5,304,9,2024-12-10 16:36:00
3539,43,100,1,2024-05-19 16:28:00
3539,65,101,8,2024-06-20 01:01:00
3540,88,236,3,2023-01-03 03:50:00
3540,90,390,7,2023-03-07 21:23:00
3540,61,636,7,2023-10-06 20:42:00
3540,9,110,7,2023-11-06 06:01:00
3540,56,428,5,2024-02-12 19:09:00
3540,79,677,7,2024-10-14 19:13:00
3540,1,398,5,2024-10-23 08:16:00
3540,24,497,4,2024-10-31 01:24:00
3541,1,668,9,2023-02-20 09:35:00
3541,30,155,9,2023-02-20 23:01:00
3541,38,565,2,2023-10-30 13:12:00
3541,52,785,9,2024-02-19 00:32:00
3542,52,334,10,2023-01-24 22:57:00
3542,40,826,3,2024-03-07 14:30:00
3542,69,232,4,2024-03-18 11:52:00
3542,23,41,2,2024-04-03 00:02:00
3542,75,721,7,2024-11-24 08:09:00
3543,40,552,2,2023-02-11 11:47:00
3543,42,941,9,2023-05-14 00:53:00
3543,37,638,8,2023-08-26 21:29:00
3543,27,159,9,2023-09-06 22:12:00
3543,21,568,9,2023-09-09 08:47:00
3543,13,580,2,2023-12-10 01:03:00
3543,19,702,5,2024-03-02 16:25:00
3543,5,847,2,2024-04-01 03:38:00
3543,42,27,10,2024-06-16 23:22:00
3543,47,396,10,2024-07-07 14:01:00
3543,37,244,9,2024-08-12 12:40:00
3543,47,806,5,2024-10-25 19:30:00
3543,43,213,7,2024-11-26 02:57:00
3544,23,958,3,2023-01-02 11:58:00
3544,16,79,6,2024-05-23 13:06:00
3544,14,585,2,2024-11-29 00:06:00
3545,43,396,7,2023-01-01 10:41:00
3546,24,876,10,2023-01-03 08:48:00
3546,63,12,10,2023-01-06 05:57:00
3546,51,955,1,2023-10-30 15:15:00
3546,11,88,2,2024-10-24 06:49:00
3547,18,462,9,2024-04-01 21:39:00
3547,75,696,2,2024-11-11 00:09:00
3548,97,861,1,2023-04-04 20:59:00
3548,65,836,7,2023-06-21 02:23:00
3548,40,338,6,2023-10-07 09:57:00
3548,38,442,4,2024-03-07 07:54:00
3548,54,511,4,2024-04-15 20:17:00
3548,71,35,4,2024-05-06 14:01:00
3548,14,118,4,2024-05-13 00:54:00
3549,26,718,6,2023-01-15 03:00:00
3549,33,260,3,2023-11-07 14:27:00
3549,22,746,6,2024-01-10 16:42:00
3549,71,515,6,2024-03-08 16:39:00
3549,98,417,1,2024-10-27 20:48:00
3550,38,653,6,2024-05-27 03:29:00
3551,56,188,1,2023-03-17 04:20:00
3551,32,921,1,2023-08-27 08:04:00
3551,52,494,4,2024-06-19 15:18:00
3551,92,187,5,2024-07-22 22:28:00
3551,11,867,8,2024-08-22 02:29:00
3552,58,16,10,2023-03-19 04:25:00
3552,46,980,9,2024-01-10 04:19:00
3553,90,310,5,2023-01-10 22:30:00
3553,5,993,5,2024-02-19 17:00:00
3553,78,869,6,2024-09-01 22:12:00
3554,79,399,9,2023-01-27 15:04:00
3554,10,289,2,2023-03-27 18:06:00
3554,52,295,5,2023-04-12 09:57:00
3554,78,843,3,2023-05-12 01:20:00
3554,46,202,9,2023-06-27 00:29:00
3554,12,478,10,2023-08-26 18:22:00
3554,51,1,4,2023-10-30 18:01:00
3554,25,694,1,2023-12-02 10:11:00
3554,78,750,4,2024-01-27 12:03:00
3554,82,890,5,2024-02-23 00:58:00
3554,86,125,9,2024-09-29 08:12:00
3555,26,921,6,2023-01-16 12:11:00
3555,40,359,1,2023-06-22 05:53:00
3555,1,862,1,2023-09-08 09:01:00
3555,18,449,5,2023-09-10 07:20:00
3555,47,578,4,2023-10-24 22:07:00
3555,37,885,4,2023-11-11 23:46:00
3555,31,8,5,2024-03-09 19:48:00
3555,22,634,10,2024-05-13 07:02:00
3555,1,945,9,2024-05-28 14:11:00
3555,23,954,2,2024-10-29 17:46:00
3556,54,1,5,2023-05-20 22:33:00
3556,27,951,10,2023-07-01 18:38:00
3556,26,852,1,2023-09-24 17:47:00
3556,5,392,8,2023-11-04 02:55:00
3556,19,938,7,2024-03-14 02:33:00
3556,20,326,5,2024-05-04 07:25:00
3556,60,900,4,2024-06-26 05:52:00
3556,5,836,3,2024-09-25 03:49:00
3556,64,919,4,2024-12-27 10:23:00
3557,50,611,2,2023-01-24 10:02:00
3557,94,396,1,2023-03-17 12:49:00
3557,61,363,3,2023-10-01 07:33:00
3557,69,775,10,2023-10-08 07:55:00
3557,11,825,5,2023-12-17 04:23:00
3557,49,36,1,2024-05-04 02:03:00
3557,62,547,5,2024-05-13 21:20:00
3557,51,705,7,2024-08-22 04:02:00
3558,84,614,8,2023-05-19 21:01:00
3558,38,783,3,2024-09-01 08:36:00
3558,63,63,7,2024-11-22 22:03:00
3559,46,591,6,2023-05-19 08:19:00
3559,48,512,2,2023-07-31 21:51:00
3559,33,2,8,2024-01-14 22:43:00
3559,96,600,6,2024-04-14 14:26:00
3559,60,451,2,2024-04-17 19:50:00
3559,32,909,9,2024-05-03 17:34:00
3559,68,781,9,2024-06-27 00:16:00
3559,34,18,4,2024-09-12 15:58:00
3559,70,401,8,2024-09-22 07:32:00
3560,6,604,5,2024-11-18 01:00:00
3561,58,980,2,2023-07-11 08:38:00
3561,98,44,6,2023-07-24 06:11:00
3561,52,829,10,2023-09-07 14:21:00
3561,52,82,7,2023-12-01 14:18:00
3561,3,942,3,2024-03-29 11:56:00
3561,57,451,9,2024-06-13 17:23:00
3561,86,767,6,2024-06-19 14:32:00
3561,96,45,3,2024-06-27 21:34:00
3561,43,855,6,2024-08-23 21:52:00
3562,45,966,8,2023-01-11 17:41:00
3562,22,846,10,2023-01-17 03:58:00
3562,35,972,3,2023-06-23 06:17:00
3562,6,336,4,2023-07-27 18:54:00
3562,82,907,3,2024-06-19 14:32:00
3562,23,342,4,2024-10-22 17:33:00
3562,76,573,9,2024-11-18 00:14:00
3563,98,406,4,2023-08-11 20:19:00
3563,63,360,9,2024-03-12 13:06:00
3563,79,42,5,2024-05-24 14:22:00
3563,58,872,3,2024-10-16 07:53:00
3563,37,955,2,2024-11-21 02:03:00
3564,60,769,2,2023-01-11 01:47:00
3564,84,310,8,2023-05-21 07:20:00
3564,47,785,7,2023-07-30 01:22:00
3564,46,550,5,2023-09-28 14:13:00
3564,79,727,9,2023-10-08 13:47:00
3564,15,27,4,2024-09-14 21:47:00
3565,91,926,9,2023-09-11 00:56:00
3566,14,763,7,2024-06-29 20:41:00
3566,53,758,6,2024-10-20 07:50:00
3567,7,997,8,2023-02-07 15:48:00
3567,3,878,1,2023-05-17 22:00:00
3567,13,601,8,2023-06-02 11:05:00
3567,79,15,1,2023-07-27 19:42:00
3567,70,87,1,2023-11-05 11:32:00
3567,48,542,2,2023-11-20 16:54:00
3567,2,392,1,2024-04-13 15:47:00
3567,76,427,3,2024-07-28 08:16:00
3567,45,816,8,2024-10-03 01:10:00
3567,81,692,4,2024-11-03 03:42:00
3568,9,69,2,2023-01-19 05:19:00
3568,99,26,8,2023-02-21 15:56:00
3568,67,47,6,2023-04-03 04:32:00
3568,59,285,5,2023-07-17 01:21:00
3568,30,93,3,2023-09-01 16:33:00
3568,92,434,9,2024-08-30 09:08:00
3568,54,545,1,2024-09-24 04:19:00
