,date,store_number,item_number,quantity,order_number
24305,2023-04-26 21:31:00,29,931,7,3523
24306,2023-05-30 00:18:00,88,34,2,3523
24307,2024-01-08 13:23:00,25,883,8,3523
24308,2024-01-21 10:06:00,89,234,8,3523
24309,2024-01-27 02:02:00,49,302,10,3523
24310,2024-02-14 10:50:00,24,874,2,3523
24311,2023-03-03 19:22:00,17,920,5,3524
24312,2023-07-12 02:49:00,96,152,5,3524
24313,2023-08-08 08:24:00,41,967,4,3524
24314,2023-12-02 20:40:00,10,314,10,3524
24315,2024-02-16 20:33:00,66,793,7,3524
24316,2024-03-11 15:07:00,26,641,5,3524
24317,2023-03-20 10:31:00,25,789,4,3525
24318,2023-04-17 08:52:00,66,850,5,3525
24319,2023-08-22 03:47:00,70,594,10,3525
24320,2023-08-26 23:56:00,26,478,2,3525
24321,2023-09-05 13:30:00,90,135,10,3525
24322,2023-11-21 03:40:00,6,515,7,3525
24323,2024-03-09 22:39:00,69,940,1,3525
24324,2024-04-03 22:42:00,6,537,1,3525
24325,2024-07-28 16:05:00,82,521,5,3525
24326,2024-08-12 10:04:00,85,492,3,3525
24327,2024-11-15 01:52:00,63,489,3,3525
24328,2024-11-21 09:56:00,78,601,10,3525
24329,2023-02-02 03:58:00,28,186,10,3526
24330,2023-06-03 12:52:00,41,254,1,3526
24331,2023-11-06 21:40:00,46,775,6,3526
24332,2024-01-23 14:58:00,63,48,2,3526
24333,2024-03-04 07:49:00,42,608,6,3526
24334,2024-03-10 22:37:00,81,444,1,3526
24335,2024-07-09 19:57:00,92,507,4,3526
24336,2024-12-08 21:55:00,58,745,5,3526
24337,2023-09-02 05:09:00,54,884,3,3527
24338,2024-06-02 17:56:00,76,845,6,3527
24339,2023-06-17 03:59:00,58,861,10,3528
24340,2023-10-25 00:45:00,69,384,4,3528
24341,2024-09-07 15:06:00,2,582,1,3528
24342,2024-09-21 12:02:00,83,626,7,3528
24343,2023-03-10 16:49:00,70,666,2,3529
24344,2023-04-24 23:22:00,20,824,9,3529
24345,2023-07-06 14:14:00,68,49,5,3529
24346,2024-10-22 04:17:00,50,837,10,3529
24347,2023-04-06 02:11:00,75,536,9,3530
24348,2023-07-16 02:02:00,38,521,10,3530
24349,2023-10-06 10:24:00,54,370,10,3530
24350,2023-12-31 21:56:00,19,926,7,3530
24351,2024-01-31 12:36:00,28,13,7,3530
24352,2024-02-27 05:56:00,18,155,1,3530
24353,2024-06-21 13:04:00,21,255,10,3530
24354,2024-12-11 13:23:00,41,348,3,3530
24355,2024-12-28 20:40:00,59,248,6,3530
24356,2023-07-09 23:08:00,41,877,7,3531
24357,2024-04-14 12:58:00,33,600,9,3531
24358,2024-05-24 18:29:00,12,529,8,3531
24359,2024-10-16 06:46:00,5,130,5,3531
24360,2023-01-24 00:32:00,5,536,1,3532
24361,2023-03-09 14:57:00,73,947,6,3532
24362,2024-04-19 18:56:00,95,941,9,3532
24363,2024-05-31 19:06:00,42,557,2,3532
24364,2024-07-13 23:35:00,18,324,7,3532
24365,2024-10-09 11:37:00,89,571,2,3532
24366,2024-12-21 06:46:00,17,764,6,3532
24367,2023-01-21 01:54:00,56,999,8,3533
24368,2023-12-15 00:39:00,3,951,3,3533
24369,2024-02-27 22:34:00,53,455,1,3533
24370,2023-03-29 00:36:00,24,80,1,3534
24371,2024-04-12 23:04:00,22,591,6,3534
24372,2023-05-01 11:37:00,49,71,4,3535
24373,2023-07-13 09:49:00,74,252,9,3535
24374,2023-07-14 09:29:00,64,391,1,3535
24375,2023-09-10 04:00:00,84,377,5,3535
24376,2023-10-04 16:00:00,69,505,9,3535
24377,2023-10-31 01:45:00,66,866,7,3535
24378,2023-11-05 08:13:00,14,836,9,3535
24379,2023-12-21 06:49:00,2,567,6,3535
24380,2024-01-13 18:16:00,95,550,4,3535
24381,2024-09-08 16:29:00,16,200,1,3535
24382,2024-09-25 04:38:00,21,229,10,3535
24383,2024-10-13 10:20:00,55,33,7,3535
24384,2023-03-03 05:45:00,12,724,10,3536
24385,2023-04-28 03:59:00,17,710,5,3536
24386,2023-08-07 15:33:00,59,498,8,3536
24387,2024-02-06 01:10:00,89,720,7,3536
24388,2024-03-07 20:47:00,8,985,8,3536
24389,2024-10-19 13:10:00,48,222,6,3536
24390,2024-05-16 17:07:00,44,985,9,3537
24391,2023-04-09 03:14:00,73,999,5,3538
24392,2023-05-31 23:22:00,1,119,2,3538
24393,2023-08-25 13:14:00,19,252,8,3538
24394,2023-11-26 10:57:00,75,819,7,3538
24395,2024-08-06 19:33:00,25,192,1,3538
24396,2024-12-10 16:36:00,5,304,9,3538
24397,2024-05-19 16:28:00,43,100,1,3539
24398,2024-06-20 01:01:00,65,101,8,3539
24399,2023-01-03 03:50:00,88,236,3,3540
24400,2023-03-07 21:23:00,90,390,7,3540
24401,2023-10-06 20:42:00,61,636,7,3540
24402,2023-11-06 06:01:00,9,110,7,3540
24403,2024-02-12 19:09:00,56,428,5,3540
24404,2024-10-14 19:13:00,79,677,7,3540
24405,2024-10-23 08:16:00,1,398,5,3540
24406,2024-10-31 01:24:00,24,497,4,3540
24407,2023-02-20 09:35:00,1,668,9,3541
24408,2023-02-20 23:01:00,30,155,9,3541
24409,2023-10-30 13:12:00,38,565,2,3541
24410,2024-02-19 00:32:00,52,785,9,3541
24411,2023-01-24 22:57:00,52,334,10,3542
24412,2024-03-07 14:30:00,40,826,3,3542
24413,2024-03-18 11:52:00,69,232,4,3542
24414,2024-04-03 00:02:00,23,41,2,3542
24415,2024-11-24 08:09:00,75,721,7,3542
24416,2023-02-11 11:47:00,40,552,2,3543
24417,2023-05-14 00:53:00,42,941,9,3543
24418,2023-08-26 21:29:00,37,638,8,3543
24419,2023-09-06 22:12:00,27,159,9,3543
24420,2023-09-09 08:47:00,21,568,9,3543
24421,2023-12-10 01:03:00,13,580,2,3543
24422,2024-03-02 16:25:00,19,702,5,3543
24423,2024-04-01 03:38:00,5,847,2,3543
24424,2024-06-16 23:22:00,42,27,10,3543
24425,2024-07-07 14:01:00,47,396,10,3543
24426,2024-08-12 12:40:00,37,244,9,3543
24427,2024-10-25 19:30:00,47,806,5,3543
24428,2024-11-26 02:57:00,43,213,7,3543
24429,2023-01-02 11:58:00,23,958,3,3544
24430,2024-05-23 13:06:00,16,79,6,3544
24431,2024-11-29 00:06:00,14,585,2,3544
24432,2023-01-01 10:41:00,43,396,7,3545
24433,2023-01-03 08:48:00,24,876,10,3546
24434,2023-01-06 05:57:00,63,12,10,3546
24435,2023-10-30 15:15:00,51,955,1,3546
24436,2024-10-24 06:49:00,11,88,2,3546
24437,2024-04-01 21:39:00,18,462,9,3547
24438,2024-11-11 00:09:00,75,696,2,3547
24439,2023-04-04 20:59:00,97,861,1,3548
24440,2023-06-21 02:23:00,65,836,7,3548
24441,2023-10-07 09:57:00,40,338,6,3548
24442,2024-03-07 07:54:00,38,442,4,3548
24443,2024-04-15 20:17:00,54,511,4,3548
24444,2024-05-06 14:01:00,71,35,4,3548
24445,2024-05-13 00:54:00,14,118,4,3548
24446,2023-01-15 03:00:00,26,718,6,3549
24447,2023-11-07 14:27:00,33,260,3,3549
24448,2024-01-10 16:42:00,22,746,6,3549
24449,2024-03-08 16:39:00,71,515,6,3549
24450,2024-10-27 20:48:00,98,417,1,3549
24451,2024-05-27 03:29:00,38,653,6,3550
24452,2023-03-17 04:20:00,56,188,1,3551
24453,2023-08-27 08:04:00,32,921,1,3551
24454,2024-06-19 15:18:00,52,494,4,3551
24455,2024-07-22 22:28:00,92,187,5,3551
24456,2024-08-22 02:29:00,11,867,8,3551
24457,2023-03-19 04:25:00,58,16,10,3552
24458,2024-01-10 04:19:00,46,980,9,3552
24459,2023-01-10 22:30:00,90,310,5,3553
24460,2024-02-19 17:00:00,5,993,5,3553
24461,2024-09-01 22:12:00,78,869,6,3553
24462,2023-01-27 15:04:00,79,399,9,3554
24463,2023-03-27 18:06:00,10,289,2,3554
24464,2023-04-12 09:57:00,52,295,5,3554
24465,2023-05-12 01:20:00,78,843,3,3554
24466,2023-06-27 00:29:00,46,202,9,3554
24467,2023-08-26 18:22:00,12,478,10,3554
24468,2023-10-30 18:01:00,51,1,4,3554
24469,2023-12-02 10:11:00,25,694,1,3554
24470,2024-01-27 12:03:00,78,750,4,3554
24471,2024-02-23 00:58:00,82,890,5,3554
24472,2024-09-29 08:12:00,86,125,9,3554
24473,2023-01-16 12:11:00,26,921,6,3555
24474,2023-06-22 05:53:00,40,359,1,3555
24475,2023-09-08 09:01:00,1,862,1,3555
24476,2023-09-10 07:20:00,18,449,5,3555
24477,2023-10-24 22:07:00,47,578,4,3555
24478,2023-11-11 23:46:00,37,885,4,3555
24479,2024-03-09 19:48:00,31,8,5,3555
24480,2024-05-13 07:02:00,22,634,10,3555
24481,2024-05-28 14:11:00,1,945,9,3555
24482,2024-10-29 17:46:00,23,954,2,3555
24483,2023-05-20 22:33:00,54,1,5,3556
24484,2023-07-01 18:38:00,27,951,10,3556
24485,2023-09-24 17:47:00,26,852,1,3556
24486,2023-11-04 02:55:00,5,392,8,3556
24487,2024-03-14 02:33:00,19,938,7,3556
24488,2024-05-04 07:25:00,20,326,5,3556
24489,2024-06-26 05:52:00,60,900,4,3556
24490,2024-09-25 03:49:00,5,836,3,3556
24491,2024-12-27 10:23:00,64,919,4,3556
24492,2023-01-24 10:02:00,50,611,2,3557
24493,2023-03-17 12:49:00,94,396,1,3557
24494,2023-10-01 07:33:00,61,363,3,3557
24495,2023-10-08 07:55:00,69,775,10,3557
24496,2023-12-17 04:23:00,11,825,5,3557
24497,2024-05-04 02:03:00,49,36,1,3557
24498,2024-05-13 21:20:00,62,547,5,3557
24499,2024-08-22 04:02:00,51,705,7,3557
24500,2023-05-19 21:01:00,84,614,8,3558
24501,2024-09-01 08:36:00,38,783,3,3558
24502,2024-11-22 22:03:00,63,63,7,3558
24503,2023-05-19 08:19:00,46,591,6,3559
24504,2023-07-31 21:51:00,48,512,2,3559
24505,2024-01-14 22:43:00,33,2,8,3559
24506,2024-04-14 14:26:00,96,600,6,3559
24507,2024-04-17 19:50:00,60,451,2,3559
24508,2024-05-03 17:34:00,32,909,9,3559
24509,2024-06-27 00:16:00,68,781,9,3559
24510,2024-09-12 15:58:00,34,18,4,3559
24511,2024-09-22 07:32:00,70,401,8,3559
24512,2024-11-18 01:00:00,6,604,5,3560
24513,2023-07-11 08:38:00,58,980,2,3561
24514,2023-07-24 06:11:00,98,44,6,3561
24515,2023-09-07 14:21:00,52,829,10,3561
24516,2023-12-01 14:18:00,52,82,7,3561
24517,2024-03-29 11:56:00,3,942,3,3561
24518,2024-06-13 17:23:00,57,451,9,3561
24519,2024-06-19 14:32:00,86,767,6,3561
24520,2024-06-27 21:34:00,96,45,3,3561
24521,2024-08-23 21:52:00,43,855,6,3561
24522,2023-01-11 17:41:00,45,966,8,3562
24523,2023-01-17 03:58:00,22,846,10,3562
24524,2023-06-23 06:17:00,35,972,3,3562
24525,2023-07-27 18:54:00,6,336,4,3562
24526,2024-06-19 14:32:00,82,907,3,3562
24527,2024-10-22 17:33:00,23,342,4,3562
24528,2024-11-18 00:14:00,76,573,9,3562
24529,2023-08-11 20:19:00,98,406,4,3563
24530,2024-03-12 13:06:00,63,360,9,3563
24531,2024-05-24 14:22:00,79,42,5,3563
24532,2024-10-16 07:53:00,58,872,3,3563
24533,2024-11-21 02:03:00,37,955,2,3563
24534,2023-01-11 01:47:00,60,769,2,3564
24535,2023-05-21 07:20:00,84,310,8,3564
24536,2023-07-30 01:22:00,47,785,7,3564
24537,2023-09-28 14:13:00,46,550,5,3564
24538,2023-10-08 13:47:00,79,727,9,3564
24539,2024-09-14 21:47:00,15,27,4,3564
24540,2023-09-11 00:56:00,91,926,9,3565
24541,2024-06-29 20:41:00,14,763,7,3566
24542,2024-10-20 07:50:00,53,758,6,3566
24543,2023-02-07 15:48:00,7,997,8,3567
24544,2023-05-17 22:00:00,3,878,1,3567
24545,2023-06-02 11:05:00,13,601,8,3567
24546,2023-07-27 19:42:00,79,15,1,3567
24547,2023-11-05 11:32:00,70,87,1,3567
24548,2023-11-20 16:54:00,48,542,2,3567
24549,2024-04-13 15:47:00,2,392,1,3567
24550,2024-07-28 08:16:00,76,427,3,3567
24551,2024-10-03 01:10:00,45,816,8,3567
24552,2024-11-03 03:42:00,81,692,4,3567
24553,2023-01-19 05:19:00,9,69,2,3568
24554,2023-02-21 15:56:00,99,26,8,3568
24555,2023-04-03 04:32:00,67,47,6,3568
24556,2023-07-17 01:21:00,59,285,5,3568
24557,2023-09-01 16:33:00,30,93,3,3568
24558,2024-08-30 09:08:00,92,434,9,3568
24559,2024-09-24 04:19:00,54,545,1,3568
24560,2024-09-30 17:33:00,70,444,1,3568
24561,2024-10-08 18:07:00,33,608,3,3568
24562,2024-11-26 13:08:00,10,2,5,3568
24563,2024-12-21 04:26:00,41,736,9,3568
24564,2024-12-21 13:44:00,79,129,2,3568
24565,2023-02-21 08:36:00,39,399,6,3569
24566,2023-05-17 06:15:00,47,896,3,3569
24567,2023-08-31 01:17:00,21,854,2,3569
24568,2024-09-12 05:51:00,10,104,3,3569
24569,2024-11-16 07:03:00,38,812,9,3569
24570,2024-12-26 01:14:00,1,99,10,3569
24571,2024-02-23 20:15:00,93,490,10,3570
24572,2024-07-22 08:23:00,80,932,5,3570
24573,2024-08-21 13:42:00,94,871,4,3570
24574,2024-10-21 09:11:00,34,387,2,3570
24575,2024-10-30 09:11:00,7,732,10,3570
24576,2023-02-11 19:34:00,10,275,5,3571
24577,2023-02-23 16:57:00,55,680,10,3571
24578,2023-03-09 00:10:00,62,946,6,3571
24579,2023-05-21 09:45:00,78,511,1,3571
24580,2024-04-28 01:44:00,4,587,3,3571
24581,2024-09-21 00:17:00,76,890,7,3571
24582,2024-11-11 02:34:00,55,225,6,3571
24583,2023-02-10 08:27:00,94,748,4,3572
24584,2023-04-12 20:57:00,57,465,8,3572
24585,2023-11-19 20:44:00,31,521,7,3572
24586,2024-05-12 03:44:00,52,933,8,3572
24587,2024-06-22 18:44:00,73,672,8,3572
24588,2024-08-30 14:20:00,21,257,9,3572
24589,2024-12-19 21:43:00,9,458,6,3572
24590,2023-10-31 06:16:00,12,344,10,3573
24591,2024-02-06 14:16:00,10,259,7,3573
24592,2024-08-01 22:37:00,56,465,9,3573
24593,2024-11-25 08:57:00,63,629,5,3573
24594,2023-03-10 08:06:00,17,811,3,3574
24595,2023-05-10 01:50:00,26,842,3,3574
24596,2023-07-11 01:24:00,19,878,2,3574
24597,2023-10-24 15:08:00,4,311,5,3574
24598,2024-03-12 23:13:00,1,572,2,3574
24599,2024-04-21 04:34:00,23,55,1,3574
24600,2024-05-01 06:53:00,15,530,8,3574
24601,2023-06-14 15:50:00,67,637,6,3575
24602,2023-07-14 16:03:00,66,154,6,3575
24603,2023-10-17 11:20:00,41,810,5,3575
24604,2024-01-11 23:04:00,20,993,6,3575
24605,2024-06-02 15:42:00,76,274,10,3575
24606,2023-05-17 08:36:00,49,876,2,3576
24607,2023-08-25 18:01:00,56,134,1,3577
24608,2023-11-15 21:52:00,69,783,6,3578
24609,2023-12-01 13:19:00,83,584,9,3578
24610,2024-03-29 15:47:00,71,812,10,3578
24611,2024-04-06 19:35:00,69,255,8,3578
24612,2024-05-08 20:46:00,7,586,7,3578
24613,2024-10-14 03:39:00,12,103,2,3578
24614,2024-11-19 14:14:00,45,556,5,3578
24615,2023-05-20 13:52:00,92,195,1,3579
24616,2023-06-14 03:28:00,18,338,10,3579
24617,2023-06-29 06:49:00,75,213,7,3579
24618,2024-02-27 02:24:00,73,683,1,3579
24619,2024-03-04 09:44:00,91,68,6,3579
24620,2024-03-24 11:01:00,73,750,8,3579
24621,2024-09-24 05:17:00,82,538,5,3579
24622,2023-08-22 14:42:00,31,48,9,3580
24623,2023-09-30 06:08:00,47,278,6,3580
24624,2023-11-09 10:09:00,26,966,7,3580
24625,2024-02-25 18:32:00,38,813,2,3580
24626,2024-07-03 06:29:00,38,780,4,3580
24627,2023-02-27 08:32:00,86,40,2,3581
24628,2023-03-13 10:50:00,2,78,10,3581
24629,2023-03-18 15:41:00,96,375,10,3581
24630,2023-11-08 06:50:00,31,791,1,3581
24631,2023-11-12 10:23:00,63,229,6,3581
24632,2023-11-21 15:37:00,65,159,4,3581
24633,2023-12-01 02:04:00,46,192,1,3581
24634,2024-01-08 21:39:00,80,647,10,3581
24635,2024-03-06 03:41:00,77,157,9,3581
24636,2024-06-27 00:27:00,93,626,3,3581
24637,2024-08-09 02:35:00,23,175,3,3581
24638,2024-08-17 14:40:00,82,841,8,3581
24639,2023-02-28 15:00:00,75,276,5,3582
24640,2023-04-10 15:27:00,82,178,1,3582
24641,2023-10-01 15:26:00,79,165,9,3582
24642,2023-10-26 05:36:00,48,435,6,3582
24643,2024-03-11 19:46:00,7,274,5,3582
24644,2024-03-14 08:12:00,10,443,7,3582
24645,2024-03-30 18:05:00,88,9,4,3582
24646,2024-06-13 08:51:00,8,57,7,3582
24647,2024-10-09 22:36:00,16,552,3,3582
24648,2024-12-01 13:05:00,60,143,10,3582
24649,2023-04-28 22:58:00,51,916,6,3583
24650,2023-07-11 03:32:00,96,383,9,3583
24651,2023-12-04 09:52:00,67,283,2,3583
24652,2023-12-20 04:09:00,8,474,10,3583
24653,2024-02-02 15:20:00,96,985,8,3583
24654,2024-07-09 09:58:00,63,849,7,3583
24655,2024-09-09 13:32:00,14,323,5,3583
24656,2024-10-19 12:10:00,39,102,5,3583
24657,2023-02-01 01:59:00,5,821,7,3584
24658,2023-02-22 05:36:00,47,741,1,3584
24659,2023-05-17 14:30:00,97,306,7,3584
24660,2023-07-23 19:08:00,88,610,1,3584
24661,2023-07-24 17:29:00,70,755,1,3584
24662,2023-08-18 07:33:00,89,609,5,3584
24663,2023-09-07 17:10:00,47,863,6,3584
24664,2023-09-24 21:00:00,28,519,10,3584
24665,2023-10-02 20:40:00,79,333,10,3584
24666,2023-10-13 17:09:00,7,719,1,3584
24667,2023-12-26 20:08:00,66,10,6,3584
24668,2024-02-09 09:04:00,5,500,7,3584
24669,2024-06-09 02:52:00,92,424,8,3584
24670,2023-08-01 10:24:00,58,282,2,3585
24671,2023-11-21 15:53:00,25,409,5,3585
24672,2024-04-20 00:15:00,46,732,2,3585
24673,2024-07-12 04:06:00,36,412,7,3585
24674,2024-08-12 03:53:00,93,491,1,3585
24675,2024-09-18 07:16:00,38,282,8,3585
24676,2024-10-13 16:37:00,79,483,5,3585
24677,2024-10-19 12:20:00,82,921,10,3585
24678,2023-03-07 03:30:00,82,672,10,3586
24679,2023-10-11 00:42:00,94,877,8,3586
24680,2024-08-09 23:19:00,72,544,2,3586
24681,2024-11-09 05:32:00,72,589,4,3586
24682,2023-05-25 22:45:00,44,138,1,3587
24683,2023-07-19 05:52:00,35,934,8,3587
24684,2023-10-02 12:02:00,53,444,9,3587
24685,2024-05-01 09:57:00,25,527,8,3587
24686,2024-05-08 05:11:00,83,839,1,3587
24687,2024-05-08 18:50:00,57,654,6,3587
24688,2024-07-22 05:07:00,90,487,3,3587
24689,2024-09-18 21:30:00,68,79,10,3587
24690,2023-02-17 17:04:00,22,907,4,3588
24691,2023-04-08 00:44:00,46,770,9,3588
24692,2023-05-26 19:49:00,86,168,5,3588
24693,2023-06-26 23:10:00,33,657,2,3588
24694,2023-09-26 08:02:00,9,740,5,3588
24695,2023-10-18 23:00:00,37,705,2,3588
24696,2024-02-29 18:10:00,97,900,3,3588
24697,2024-03-06 22:53:00,33,288,7,3588
24698,2024-04-14 03:23:00,97,385,10,3588
24699,2024-05-08 19:58:00,33,411,4,3588
24700,2024-09-04 20:07:00,55,403,6,3588
24701,2024-10-13 12:42:00,16,971,8,3588
24702,2023-11-08 18:50:00,39,361,6,3589
24703,2024-02-20 12:06:00,57,401,9,3589
24704,2023-03-07 20:09:00,53,881,5,3590
24705,2023-05-06 22:30:00,19,254,9,3590
24706,2023-05-17 23:47:00,69,982,2,3590
24707,2023-05-31 13:06:00,49,757,6,3590
24708,2023-07-22 00:59:00,20,168,10,3590
24709,2023-07-26 23:33:00,80,420,3,3590
24710,2023-08-16 08:23:00,56,566,10,3590
24711,2024-03-10 07:45:00,88,888,2,3590
24712,2024-04-20 03:46:00,46,153,8,3590
24713,2024-06-20 22:07:00,6,588,3,3590
24714,2024-10-23 00:19:00,64,972,5,3590
24715,2023-04-25 04:16:00,32,198,10,3591
24716,2023-07-09 03:23:00,46,320,4,3591
24717,2023-07-22 22:03:00,83,721,2,3591
24718,2023-08-01 15:12:00,45,929,6,3591
24719,2023-08-19 17:01:00,54,949,9,3591
24720,2023-11-10 09:18:00,96,761,10,3591
24721,2023-12-19 10:32:00,2,417,3,3591
24722,2024-01-05 18:26:00,17,766,9,3591
24723,2024-01-15 08:08:00,25,200,1,3591
24724,2024-07-05 04:56:00,53,93,6,3591
24725,2024-09-10 23:02:00,30,448,7,3591
24726,2023-04-16 22:59:00,55,34,3,3592
24727,2023-10-12 14:52:00,3,672,9,3592
24728,2024-06-25 21:16:00,36,624,3,3592
24729,2024-07-26 16:13:00,84,356,5,3592
24730,2023-03-13 21:16:00,21,750,7,3593
24731,2023-03-20 13:17:00,34,928,10,3593
24732,2023-07-30 22:07:00,98,609,4,3593
24733,2024-04-04 05:04:00,89,166,1,3593
24734,2024-05-02 11:35:00,28,277,3,3593
24735,2024-06-02 05:16:00,30,39,5,3593
24736,2024-07-05 12:32:00,87,741,3,3593
24737,2024-07-13 14:51:00,19,549,9,3593
24738,2024-08-17 07:34:00,68,298,5,3593
24739,2024-09-02 00:28:00,39,765,9,3593
24740,2024-11-07 10:52:00,47,495,5,3593
24741,2024-12-20 22:03:00,49,365,2,3593
24742,2023-03-30 05:35:00,70,195,7,3594
24743,2023-12-08 03:16:00,2,664,5,3594
24744,2024-05-24 09:43:00,70,623,9,3594
24745,2024-06-05 15:11:00,22,958,7,3594
24746,2024-09-04 03:55:00,64,364,10,3594
24747,2024-10-03 11:20:00,28,885,1,3594
24748,2023-03-07 18:14:00,22,83,2,3595
24749,2023-11-22 04:42:00,91,822,2,3595
24750,2024-05-31 05:42:00,30,803,1,3595
24751,2023-10-04 19:50:00,70,414,1,3596
24752,2024-03-24 02:18:00,72,534,5,3596
24753,2024-04-22 04:07:00,64,667,3,3596
24754,2024-06-10 12:58:00,37,329,2,3596
24755,2023-01-12 20:47:00,50,192,6,3597
24756,2024-05-19 04:09:00,22,910,4,3598
24757,2024-07-22 12:45:00,28,612,4,3598
24758,2023-02-25 15:08:00,6,948,3,3599
24759,2023-06-06 13:00:00,21,243,10,3599
24760,2023-10-18 21:06:00,87,655,2,3599
24761,2024-02-24 07:50:00,27,560,10,3599
24762,2024-03-02 17:19:00,32,761,5,3599
24763,2024-08-27 21:26:00,30,170,1,3599
24764,2024-09-03 22:13:00,41,584,3,3599
24765,2024-11-16 06:35:00,58,909,3,3599
24766,2023-01-16 11:22:00,83,242,8,3600
24767,2023-01-31 04:04:00,92,612,8,3600
24768,2023-02-02 05:48:00,46,487,1,3600
24769,2023-06-01 11:58:00,49,304,8,3600
24770,2023-06-28 06:00:00,78,26,5,3600
24771,2024-01-09 08:32:00,46,608,5,3600
24772,2024-01-16 09:24:00,25,800,9,3600
24773,2024-01-29 16:23:00,51,176,7,3600
24774,2024-04-19 00:57:00,4,451,8,3600
24775,2024-09-15 14:29:00,87,171,4,3600
24776,2023-01-25 04:12:00,60,971,1,3601
24777,2023-03-10 22:37:00,21,629,5,3601
24778,2023-10-18 19:59:00,16,537,10,3601
24779,2024-05-31 13:20:00,20,113,7,3601
24780,2024-09-17 13:54:00,85,719,5,3601
24781,2023-09-27 19:00:00,32,77,8,3602
24782,2023-10-31 19:55:00,47,80,3,3602
24783,2023-11-12 07:00:00,35,707,2,3602
24784,2024-03-23 12:32:00,51,390,1,3602
24785,2024-05-23 23:42:00,4,178,7,3602
24786,2024-07-11 07:32:00,54,702,9,3602
24787,2024-11-03 08:41:00,83,797,3,3602
24788,2023-01-24 16:34:00,77,973,3,3603
24789,2023-05-07 13:09:00,93,708,9,3603
24790,2023-11-13 16:39:00,91,565,5,3603
24791,2023-12-08 13:53:00,43,495,2,3603
24792,2023-12-31 21:39:00,61,193,6,3603
24793,2024-01-19 10:10:00,94,216,7,3603
24794,2024-02-19 20:47:00,11,195,7,3603
24795,2024-03-28 16:52:00,19,881,1,3603
24796,2024-06-17 06:54:00,26,351,6,3603
24797,2024-07-26 15:01:00,32,59,1,3603
24798,2024-12-01 11:08:00,84,503,9,3603
24799,2023-02-18 22:38:00,22,268,10,3604
24800,2023-03-27 14:38:00,14,597,10,3604
24801,2023-10-08 13:03:00,75,92,6,3604
24802,2023-01-13 00:10:00,87,699,6,3605
24803,2023-03-29 10:16:00,42,932,3,3605
24804,2023-04-25 18:18:00,12,193,6,3605
24805,2023-04-28 16:39:00,7,3,4,3605
24806,2023-05-21 09:34:00,30,583,2,3605
24807,2023-10-12 15:04:00,7,953,4,3605
24808,2024-01-05 23:16:00,70,434,8,3605
24809,2024-01-25 17:29:00,25,87,8,3605
24810,2024-02-02 19:27:00,44,903,8,3605
24811,2024-07-26 12:52:00,26,422,7,3605
24812,2024-08-05 21:59:00,38,703,3,3605
24813,2024-11-23 13:06:00,6,669,2,3605
24814,2023-01-24 11:59:00,4,522,10,3606
24815,2023-08-10 21:08:00,88,61,3,3606
24816,2024-02-01 01:44:00,35,144,5,3606
24817,2024-03-30 07:53:00,58,866,7,3606
24818,2024-09-21 21:29:00,83,187,5,3606
24819,2024-11-19 16:50:00,46,774,1,3606
24820,2023-01-27 03:10:00,13,482,4,3607
24821,2023-04-05 18:24:00,11,962,3,3607
24822,2023-09-22 06:34:00,87,6,8,3607
24823,2023-11-08 13:50:00,47,443,9,3607
24824,2023-12-01 05:45:00,38,870,4,3607
24825,2024-06-18 15:17:00,55,511,8,3607
24826,2024-09-24 16:14:00,85,931,1,3607
24827,2023-01-05 23:39:00,16,316,1,3608
24828,2023-05-08 06:00:00,29,956,6,3608
24829,2023-06-10 16:43:00,1,259,7,3608
24830,2023-07-29 20:08:00,24,58,7,3608
24831,2023-09-15 13:04:00,95,823,4,3608
24832,2024-03-02 23:03:00,41,479,4,3608
24833,2024-04-05 08:11:00,69,992,3,3608
24834,2024-06-25 06:30:00,3,201,7,3608
24835,2024-11-10 04:28:00,17,833,7,3608
24836,2023-01-25 23:27:00,45,883,4,3609
24837,2023-06-13 17:55:00,43,789,7,3609
24838,2024-01-27 19:05:00,97,305,6,3609
24839,2024-06-14 12:54:00,80,673,10,3609
24840,2024-06-27 15:43:00,80,289,6,3609
24841,2024-07-18 05:59:00,7,66,6,3609
24842,2024-10-25 05:52:00,33,5,6,3609
24843,2024-12-01 08:01:00,81,982,1,3609
24844,2024-12-27 19:09:00,52,97,7,3609
24845,2023-12-27 16:32:00,61,419,7,3610
24846,2023-02-03 13:47:00,22,991,3,3611
24847,2023-05-12 02:14:00,45,972,10,3611
24848,2023-05-29 17:55:00,54,990,3,3611
24849,2023-06-19 07:46:00,55,597,8,3611
24850,2023-08-03 14:36:00,70,401,2,3611
24851,2023-10-17 17:02:00,85,698,5,3611
24852,2023-11-08 08:48:00,5,994,8,3611
24853,2024-01-02 13:50:00,46,257,8,3611
24854,2024-02-12 00:45:00,4,794,5,3611
24855,2024-05-02 02:10:00,56,646,10,3611
24856,2024-08-26 00:33:00,88,934,1,3611
24857,2024-09-17 07:32:00,2,1,10,3611
24858,2023-01-02 05:58:00,34,851,6,3612
24859,2023-01-23 05:06:00,34,191,7,3612
24860,2023-03-03 11:24:00,5,756,1,3612
24861,2023-06-27 16:57:00,63,137,4,3612
24862,2023-09-27 05:03:00,50,440,7,3612
24863,2023-10-17 11:14:00,94,112,10,3612
